#profile_pic,#id_len,#num_in_id,#name_len,#num_in_name,#name==id,#itro_len,#url,#private,#post,#follower_counts,#follows_counts,#highlight,#account_tag,#hash_tag,#professional,#fake
0,11,1,0,0,0,0,0,1,0,0,3108,0,0,0,0,1
0,11,0,0,0,0,0,0,1,2,0,66,0,0,0,0,1
0,13,0,14,0,0,0,0,1,0,0,96,0,0,0,0,1
1,10,0,7,0,0,3,0,1,0,83,2790,0,0,0,0,1
0,7,6,0,0,0,0,0,1,0,0,1023,0,0,0,0,1
0,7,4,3,0,0,0,0,1,0,4,411,0,0,0,0,1
0,9,4,9,0,0,0,0,1,0,14,1966,0,0,0,0,1
0,10,0,12,0,0,0,0,0,0,1,35,0,0,0,0,1
0,10,4,6,0,0,0,0,0,0,118,5134,0,0,0,0,1
0,11,3,8,0,0,0,0,0,0,17,1934,0,0,0,0,1
0,8,2,5,0,0,0,0,0,0,36,1848,0,0,0,0,1
0,7,0,3,0,0,0,0,0,0,193,1783,0,0,0,0,1
0,6,0,7,0,0,0,0,1,0,4,2384,0,0,0,0,1
0,7,0,3,0,0,0,0,0,0,70,1774,1,0,0,0,1
0,8,0,8,0,0,0,0,1,0,0,476,0,0,0,0,1
0,10,0,4,0,0,0,0,1,7,1,1796,0,0,0,0,1
0,9,2,9,2,1,0,0,1,1,0,193,0,0,0,0,1
1,8,5,0,0,0,62,0,0,1,0,59,0,0,0,0,1
0,10,1,0,0,0,0,0,1,0,0,69,0,0,0,0,1
0,7,3,1,0,0,0,0,1,0,1,7502,0,0,0,0,1
0,17,0,0,0,0,0,0,1,0,0,735,0,0,0,0,1
0,11,2,9,0,0,0,0,0,0,45,3437,0,0,0,0,1
0,12,6,0,0,0,0,0,1,0,1,155,0,0,0,0,1
0,9,3,3,0,0,0,0,1,0,0,4679,0,0,0,0,1
0,9,2,1,0,0,1,0,1,1,0,1205,0,0,0,0,1
0,8,1,0,0,0,0,0,1,0,0,191,0,0,0,0,1
0,8,0,2,0,0,0,0,0,0,8,118,0,0,0,0,1
0,11,3,8,0,0,0,0,0,0,20,1923,0,0,0,0,1
0,8,5,1,0,0,0,0,1,0,0,9,0,0,0,0,1
0,7,2,0,0,0,0,0,0,0,39,1225,0,0,0,0,1
0,12,0,6,0,0,0,0,0,0,11,292,0,0,0,0,1
1,10,0,6,0,0,0,0,1,12,347,173,0,1,0,0,0
1,13,0,4,0,0,19,0,0,17,1021,266,1,1,0,0,0
1,12,0,3,0,0,0,0,0,289,420000,240,1,1,0,1,0
1,12,0,2,0,0,0,0,0,16,303,241,1,0,0,0,0
1,11,0,0,0,0,0,0,1,23,19,24,0,0,0,0,0
1,7,0,2,0,0,0,1,0,115,1119,534,1,0,0,0,0
1,5,0,0,0,0,0,0,0,2,553,132,1,1,0,0,0
1,9,0,3,0,0,0,0,1,2,137,133,0,0,0,0,0
1,11,0,3,0,0,21,0,0,6,180,179,1,0,0,0,0
1,9,0,7,2,0,1,0,0,18,600,244,1,2,0,0,0
0,7,0,3,0,0,5,0,1,0,193,212,0,0,0,0,0
1,8,3,3,0,0,0,1,0,23,569,226,0,0,0,0,0
1,8,2,3,0,0,0,0,1,5,224,200,0,0,0,0,0
1,10,0,2,0,0,11,0,1,2,153,322,0,0,0,0,0
1,7,0,2,0,0,0,0,1,0,166,192,0,0,0,0,0
0,9,0,3,0,0,4,0,1,0,120,135,0,0,0,0,0
1,10,0,3,0,0,0,1,1,122,245,80,0,1,0,0,0
0,10,0,2,0,0,11,0,1,3,117,161,0,0,0,0,0
1,6,0,3,0,0,4,0,0,5,186,126,0,0,0,0,0
0,11,0,3,0,0,0,0,0,2,163,167,0,0,0,0,0
0,8,0,3,0,0,0,0,0,0,52,173,0,0,0,0,0
0,10,4,3,0,0,0,0,0,0,19,386,0,0,0,0,0
1,13,0,7,0,0,6,0,1,13,16,388,0,0,0,0,0
1,11,0,0,0,0,0,0,0,0,53,349,0,0,0,0,0
0,8,2,3,0,0,0,0,0,0,77,241,0,0,0,0,0
1,9,0,3,0,0,0,0,0,1,62,275,0,0,0,0,0
1,8,4,3,0,0,0,0,1,5,128,410,0,0,0,0,0
1,9,0,5,0,0,2,0,1,1,103,964,0,0,0,0,0
1,9,0,3,0,0,0,0,0,1,142,184,0,0,0,0,0
1,8,0,3,0,0,3,0,0,0,109,604,1,0,0,0,0
1,13,0,3,0,0,0,0,0,0,34,419,0,0,0,1,0
0,9,0,3,0,0,0,0,0,0,115,224,0,0,0,0,0
1,10,2,3,0,0,0,0,0,10,308,618,0,0,0,0,0
1,10,0,3,0,0,15,0,0,0,11,32,0,0,0,0,0
1,7,1,3,0,0,5,0,0,3,218,481,0,0,0,0,0
1,7,0,3,0,0,0,0,0,0,9,46,0,0,0,0,0
0,9,0,3,0,0,0,0,1,0,97,101,0,0,0,0,0
0,7,1,2,0,0,0,0,0,1,190,309,0,0,0,0,0
0,11,0,3,0,0,0,0,0,0,69,201,0,0,0,0,0
1,9,0,1,0,0,0,0,1,1,46,132,0,0,0,0,0
1,6,1,6,1,1,7,1,0,161,2919,1938,0,0,0,1,0
1,10,0,2,0,0,0,0,0,3,63,117,0,0,0,0,0
1,11,0,0,0,0,0,0,1,0,205,386,0,0,0,0,0
0,9,3,3,0,0,0,0,0,0,163,508,0,0,0,0,0
1,8,0,8,0,0,0,0,0,52,417,311,0,0,0,0,0
1,7,4,3,0,0,0,0,0,1,45,176,0,0,0,0,0
1,9,2,3,0,0,0,0,0,0,120,87,0,0,0,0,0
0,8,0,3,0,0,0,0,0,0,331,363,0,0,0,0,0
1,8,0,3,0,0,2,0,0,8,384,1306,0,0,0,0,0
1,10,0,3,0,0,1,0,0,0,87,206,0,0,0,0,0
0,7,4,3,0,0,0,0,0,1,140,119,0,0,0,0,0
1,6,2,4,0,0,0,0,0,10,23,68,0,0,0,0,0
0,9,4,3,0,0,0,0,1,0,100,101,0,0,0,0,0
1,6,0,3,0,0,0,0,0,0,399,117,1,0,0,0,0
1,13,0,2,0,0,1,0,0,15,147,133,1,0,0,0,0
0,5,0,3,0,0,0,0,1,0,236,738,0,0,0,0,0
1,15,0,2,0,0,5,0,0,2,268,446,1,0,0,0,0
1,14,0,3,0,0,0,0,1,2,208,179,0,0,0,0,0
1,17,0,3,0,0,0,0,0,9,69,84,0,0,0,0,0
1,9,0,3,0,0,9,0,0,8,169,372,0,0,0,0,0
1,7,0,3,1,0,3,0,0,17,432,272,1,1,0,0,0
1,10,0,2,0,0,2,0,1,41,6,14,0,0,0,0,0
1,12,0,3,0,0,0,0,0,0,98,144,0,0,0,0,0
1,9,2,3,0,0,0,0,0,0,104,132,0,0,0,0,0
1,10,4,3,0,0,0,0,0,0,61,50,0,0,0,0,0
1,7,3,3,0,0,0,0,1,1,122,128,0,0,0,0,0
0,10,0,3,0,0,0,0,0,13,276,410,0,0,0,0,0
1,10,2,3,0,0,0,0,1,0,138,294,0,0,0,0,0
0,11,0,0,0,0,0,0,1,0,95,95,0,0,0,0,0
0,11,0,3,0,0,0,0,1,0,197,139,0,0,0,0,0
1,8,0,2,0,0,17,0,0,14,383,44,1,0,0,1,0
1,9,0,2,0,0,14,0,1,8,126,150,0,0,0,0,0
1,7,0,3,0,0,0,0,0,4,61,92,0,0,0,0,0
1,10,0,11,0,0,0,0,1,16,383,714,0,0,0,0,0
1,7,0,3,0,0,2,0,0,2,169,115,0,0,0,0,0
1,9,0,3,0,0,0,0,0,6,460,340,1,0,0,0,0
1,6,0,1,0,0,0,0,0,17,534,521,1,0,0,0,0
1,8,1,3,0,0,0,0,1,8,114,120,0,0,0,0,0
1,8,0,2,0,0,12,0,0,24,415,335,1,2,0,1,0
1,7,0,3,0,0,0,1,0,12,130,74,1,0,0,1,0
1,16,0,1,0,0,0,0,1,3,371,236,0,0,0,0,0
1,12,0,3,0,0,0,0,0,3,37,103,0,0,0,0,0
1,6,2,3,0,0,0,0,0,18,1471,979,0,0,0,1,0
0,7,0,7,2,0,0,1,0,6,208,129,1,1,0,1,0
1,8,0,3,0,0,1,1,0,7,137,134,1,0,0,0,0
1,7,0,7,0,0,0,1,0,488,52000,96,1,3,0,1,0
1,8,0,0,0,0,0,0,0,6,990,343,0,0,0,1,0
1,9,0,3,0,0,4,0,0,26,2890,900,1,0,0,0,0
1,9,0,2,0,0,0,1,0,88,58000,211,1,0,1,1,0
1,8,0,6,0,0,0,0,0,306,149000,536,1,0,0,1,0
1,9,0,0,0,0,0,0,0,322,67000,366,1,0,0,1,0
1,12,0,7,0,0,17,1,0,36,1536,1,1,0,0,1,0
1,9,0,4,0,0,0,1,0,99,4299,279,1,1,0,0,0
1,10,0,0,0,0,0,0,1,56,540,274,0,0,0,0,0
1,10,0,15,0,0,6,0,0,169,5192,3226,1,1,0,1,0
1,9,0,3,0,0,3,0,0,22,1037,786,1,1,0,1,0
1,6,0,3,0,0,0,0,0,102,1431,676,1,0,0,1,0
1,11,0,4,0,0,0,0,0,33,1348,785,1,0,0,0,0
1,13,0,0,0,0,0,1,0,15,1797,0,0,0,0,1,0
1,13,0,12,0,0,0,0,0,136,2395,605,0,1,0,0,0
1,9,0,3,0,0,0,0,0,20,974,747,0,0,0,0,0
1,8,0,7,2,0,0,0,0,28,765,777,1,0,0,0,0
1,8,0,3,0,0,7,0,0,43,1278,735,1,0,0,1,0
1,12,0,4,0,0,0,0,0,41,511,273,1,0,0,1,0
1,8,0,0,0,0,0,0,0,7,639,483,1,0,0,0,0
1,10,0,3,0,0,0,0,0,44,966,446,1,0,0,0,0
1,7,1,0,0,0,0,0,0,14,709,368,0,0,0,0,0
1,10,0,2,0,0,0,0,0,46,843,561,1,0,0,0,0
1,6,0,3,0,0,1,0,0,115,878,285,0,0,0,1,0
1,8,0,3,0,0,0,1,0,14,164,141,0,0,0,1,0
1,13,0,3,0,0,0,0,0,20,607,404,1,0,0,1,0
1,7,0,2,0,0,0,0,0,25,1052,502,1,0,0,1,0
1,8,1,2,0,0,0,0,0,12,895,365,0,0,0,0,0
1,12,0,3,0,0,1,0,0,18,857,316,0,0,0,0,0
1,7,0,0,0,0,0,0,0,38,581,501,1,0,0,0,0
1,9,0,2,0,0,0,0,0,7,250,161,1,0,0,0,0
1,10,0,3,0,0,0,0,0,164,3198,970,0,0,0,0,0
1,12,0,3,0,0,10,0,0,38,950,718,1,0,0,1,0
1,7,0,2,0,0,0,0,0,23,1498,467,1,0,0,0,0
0,10,0,0,0,0,0,0,0,12,473,325,0,1,0,0,0
1,11,0,6,2,0,0,1,0,36,1336,254,1,2,0,0,0
1,10,0,18,8,0,52,0,0,78,389,160,0,0,0,0,0
1,8,3,3,0,0,0,1,0,88,1002,419,0,1,0,1,0
1,12,4,7,2,0,14,0,0,111,1973,1364,0,0,0,0,0
1,8,0,4,0,0,17,0,0,42,463,314,1,0,0,1,0
1,7,0,2,0,0,2,1,0,376,1988,434,1,0,0,1,0
1,9,0,3,0,0,21,0,0,22,210,193,1,1,0,1,0
1,8,4,2,0,0,0,0,0,33,990,793,1,0,0,0,0
1,8,0,3,0,0,0,0,0,1,119,91,0,0,0,0,0
1,8,0,3,0,0,1,0,0,59,352,329,1,0,0,0,0
1,8,0,3,0,0,11,0,0,13,615,485,0,0,0,1,0
1,11,0,3,0,0,7,0,0,98,506,336,1,0,0,1,0
1,7,1,8,0,0,7,0,0,52,1085,403,1,0,0,1,0
1,6,0,7,2,0,7,0,0,3,967,333,1,0,0,0,0
1,9,0,0,0,0,0,0,0,31,1381,919,0,0,0,0,0
1,22,0,3,0,0,23,1,0,97,1538,601,1,2,0,1,0
1,11,0,0,0,0,14,0,0,59,1031,712,1,0,0,1,0
1,7,0,3,0,0,0,0,0,15,154,219,1,1,0,0,0
1,8,0,4,0,0,0,0,0,6,282,143,1,1,0,0,0
1,8,0,0,0,0,0,0,0,15,1628,366,1,0,0,0,0
1,9,0,8,0,0,72,1,0,18,5518,1421,0,1,0,1,0
1,13,0,0,0,0,0,1,0,39,740,473,1,0,0,0,0
1,8,0,12,0,0,0,0,0,66,1198,629,0,0,0,0,0
1,8,0,0,0,0,0,1,0,42,712,190,0,1,0,1,0
1,13,0,3,0,0,1,0,0,8,304,348,0,0,0,0,0
1,27,0,8,0,0,0,0,0,10,300,253,0,0,0,0,0
1,7,0,2,0,0,12,0,0,28,605,335,1,0,0,1,0
1,7,0,0,0,0,0,0,0,10,228,188,0,0,0,0,0
1,9,0,3,0,0,60,0,0,9,1470,300,1,0,0,1,0
1,9,0,2,0,0,0,0,0,3,114,104,0,0,0,0,0
1,8,0,2,0,0,0,0,0,7,708,372,1,0,0,1,0
0,15,0,0,0,0,0,0,0,18,165,134,0,0,0,0,0
1,9,3,7,2,0,0,0,0,56,2385,980,1,1,0,1,0
1,12,0,10,0,0,0,0,0,21,251,112,1,1,0,1,0
0,5,3,2,0,0,0,0,0,1,40,41,0,0,0,0,0
1,9,0,0,0,0,1,0,1,11,4,6,0,1,0,0,0
1,7,1,0,0,0,0,1,0,10,265,145,1,1,0,0,0
1,7,0,4,0,0,4,0,0,8,195,185,1,0,0,0,0
1,10,0,3,0,0,2,0,0,32,310,212,1,1,0,0,0
1,12,0,3,0,0,17,0,0,477,2573,1320,0,0,0,1,0
1,7,0,1,0,0,8,1,0,336,1560,555,0,0,0,0,0
1,9,0,6,0,0,8,1,0,35,316,186,1,0,0,0,0
1,9,0,3,0,0,0,0,0,56,389,399,0,0,0,0,0
1,11,0,6,0,0,16,0,0,77,828,193,1,0,0,1,0
1,7,0,3,0,0,16,1,0,229,1122,490,0,0,0,1,0
1,10,0,4,0,0,0,0,0,51,101,79,0,0,0,0,0
1,11,0,3,0,0,44,0,0,43,1287,825,1,0,0,1,0
1,12,0,0,0,0,0,0,0,15,1722,375,0,0,0,0,0
1,6,6,3,0,0,3,0,0,258,14000,511,1,1,0,1,0
1,7,0,2,0,0,8,0,0,34,426,311,1,0,0,1,0
1,9,0,5,0,0,34,0,0,61,3690,974,0,0,0,0,0
1,10,0,4,0,0,15,1,0,51,1105,537,1,1,0,1,0
1,9,0,0,0,0,0,0,0,7,236,376,0,0,0,0,0
1,10,0,2,0,0,0,0,0,83,472,241,1,0,0,0,0
1,10,0,0,0,0,24,0,0,66,522,415,1,0,0,1,0
1,8,0,2,0,0,20,0,0,61,1926,844,0,1,0,0,0
1,14,0,2,0,0,0,0,0,88,732,679,1,0,0,1,0
1,11,0,2,0,0,7,0,0,20,4220,834,1,1,0,1,0
1,12,0,3,0,0,5,1,0,777,8388,455,0,1,0,0,0
1,13,0,0,0,0,14,0,0,117,1208,584,0,0,0,0,0
1,9,0,2,0,0,20,0,0,234,1799,374,1,0,0,1,0
1,7,0,0,0,0,0,0,1,0,83,89,0,0,0,0,0
1,8,0,3,0,0,9,0,0,136,2489,987,1,0,0,1,0
1,8,0,2,0,0,1,1,0,217,1040,479,0,1,0,0,0
1,6,0,3,0,0,26,1,0,530,29000,653,1,2,0,0,0
1,8,0,2,0,0,34,1,0,93,779,370,1,0,0,0,0
1,5,0,5,0,0,12,0,0,3,1135,644,0,0,0,1,0
1,8,0,3,0,0,0,0,0,79,1242,480,0,0,0,1,0
1,8,0,11,0,0,15,0,0,104,1762,786,1,2,3,0,0
1,11,0,8,0,0,51,0,0,72,489,203,0,0,0,1,0
0,6,0,1,0,0,0,0,0,5,504,381,0,0,0,0,0
1,9,2,0,0,0,0,0,0,7,206,160,1,0,0,0,0
1,6,0,2,0,0,0,0,0,7,288,254,1,0,0,0,0
1,10,0,3,0,0,0,0,0,30,191,148,1,0,0,0,0
1,8,0,6,0,0,5,0,0,26,1137,103,1,0,3,0,0
1,6,0,3,0,0,0,0,0,18,281,162,1,0,0,0,0
1,9,0,0,0,0,0,0,0,8,178,105,0,0,0,0,0
1,7,0,6,0,0,6,1,0,15,897,284,1,0,0,1,0
1,10,1,6,2,0,15,1,0,8,1017,675,0,0,0,0,0
1,12,0,2,0,0,25,0,0,53,2214,529,1,2,0,1,0
1,5,1,3,0,0,1,0,0,2,114,112,0,1,0,0,0
1,13,0,18,0,0,47,1,0,445,8080,992,1,0,2,1,0
1,8,2,2,0,0,0,0,0,67,276,228,1,1,0,0,0
1,10,0,9,2,0,0,1,0,8,255,139,1,0,0,0,0
1,11,0,3,0,0,0,0,0,0,117,111,0,0,0,0,0
1,8,3,11,2,0,0,0,0,140,697,339,1,0,0,0,0
1,10,0,2,0,0,0,0,0,10,344,199,1,1,0,0,0
1,9,1,6,0,0,27,0,0,12,232,90,1,0,0,0,0
1,10,0,6,2,0,0,0,0,43,265,164,1,0,0,0,0
1,7,3,3,0,0,3,0,0,6,294,115,1,0,0,0,0
1,17,0,0,0,0,28,0,0,63,284,96,0,0,0,0,0
1,7,0,3,0,0,0,0,0,9,360,290,0,0,0,0,0
1,14,0,0,0,0,0,0,0,8,351,265,0,1,0,0,0
1,7,3,2,0,0,1,0,0,0,113,201,1,1,0,0,0
1,14,0,0,0,0,4,1,0,13,304,240,1,1,0,0,0
1,13,0,6,0,0,149,0,1,283,46,47,0,0,0,0,0
1,12,4,3,0,0,6,0,0,106,335,88,0,0,0,1,0
1,9,0,0,0,0,0,0,1,362,15,28,0,0,0,0,0
1,9,0,3,0,0,10,0,1,1,66,85,0,0,0,0,0
1,8,0,0,0,0,6,0,0,22,1145,620,1,1,0,0,0
1,7,0,5,0,0,0,0,0,397,2268,1073,0,2,0,0,0
1,20,0,3,0,0,3,0,0,223,4928,889,1,0,0,1,0
1,9,0,3,0,0,0,1,0,140,1201,802,0,0,0,1,0
1,14,0,5,0,0,0,0,0,70,2273,738,0,0,0,0,0
1,9,0,0,0,0,1,0,0,39,2678,473,1,0,0,1,0
1,14,0,0,0,0,0,0,0,13,233,267,0,0,0,0,0
1,14,0,1,0,0,0,1,1,57,37,97,0,0,0,0,0
1,5,0,4,0,0,0,0,0,64,950,350,0,0,0,1,0
1,15,0,0,0,0,0,0,0,2,9411,2077,0,1,0,1,0
1,7,0,0,0,0,0,0,0,25,48,137,0,0,0,0,0
1,11,0,0,0,0,0,0,0,325,1309,373,1,0,0,0,0
1,9,0,2,0,0,0,0,1,347,1077,774,0,0,1,0,0
1,6,0,9,0,0,0,0,0,110,370000,554,0,0,0,1,0
1,9,0,0,0,0,0,0,1,0,651,602,0,0,0,0,0
1,7,0,2,0,0,0,0,0,144,909,679,1,0,0,0,0
1,11,0,2,0,0,0,0,0,109,557,356,1,0,0,0,0
1,8,0,2,0,0,0,0,0,120,533,256,0,0,0,0,0
1,7,0,2,0,0,0,0,0,16,328,236,0,0,0,0,0
1,9,0,3,0,0,11,0,0,72,302,111,1,0,4,0,0
1,7,0,2,0,0,16,0,0,219,936,294,1,1,0,0,0
0,6,0,8,0,0,1,1,0,54,326,107,1,0,0,0,0
1,9,0,2,0,0,1,0,0,108,1357,617,1,1,0,1,0
1,7,0,0,0,0,0,0,0,20,502,289,1,0,0,0,0
1,7,0,2,0,0,5,0,0,39,258,197,0,0,0,0,0
1,8,0,2,0,0,0,0,0,40,249,142,1,0,0,0,0
1,6,0,0,0,0,4,1,0,58,19000,5763,0,1,0,1,0
1,7,0,2,0,0,27,1,0,749,31000,394,1,0,0,1,0
1,16,0,3,0,0,21,1,0,204,2024,2483,1,0,0,1,0
1,11,4,8,0,0,17,1,0,14,655,145,1,0,0,1,0
1,6,5,2,0,0,0,0,0,0,133,82,1,0,0,0,0
1,12,0,4,0,0,1,0,0,29,402,167,0,0,0,0,0
1,9,8,3,0,0,5,0,0,12,77,14,0,0,0,1,0
1,8,2,2,0,0,0,0,0,1,91,77,0,0,0,0,0
1,17,0,2,0,0,0,0,0,0,43,14,0,0,0,0,0
1,9,2,3,0,0,0,0,0,74,693,734,0,0,1,0,0
1,9,0,11,0,0,0,0,0,60,282,234,0,0,0,1,0
1,8,0,0,0,0,13,0,0,37,422,220,0,0,0,0,0
1,9,0,3,0,0,9,1,0,39,191,156,0,0,0,0,0
1,9,0,3,0,0,1,0,0,40,2778,459,1,0,0,1,0
1,8,0,3,0,0,1,0,0,16,462,358,0,0,0,1,0
1,9,4,3,0,0,1,0,1,13,403,67,0,1,0,0,0
0,8,3,3,0,0,0,0,0,1,177,146,0,0,0,0,0
0,9,0,4,0,0,0,0,0,9,414,224,0,0,0,0,0
0,8,1,2,0,0,0,1,0,16,318,254,1,0,0,0,0
1,10,4,3,0,0,1,0,0,53,126,159,1,0,0,0,0
1,10,4,2,0,0,6,0,0,8,296,185,1,0,0,0,0
1,9,0,3,0,0,10,0,0,103,259,502,1,0,0,0,0
1,8,0,2,0,0,0,1,0,4,185,16,1,1,0,0,0
1,10,1,3,0,0,12,0,0,58,616,411,1,0,0,0,0
1,12,0,3,0,0,13,0,0,28,630,441,1,3,0,0,0
1,9,2,3,0,0,0,0,0,7,152,144,1,0,0,0,0
1,7,0,0,0,0,12,1,0,53,1922,938,0,0,0,1,0
1,8,1,2,0,0,3,0,0,11,178,133,0,0,0,0,0
1,12,0,3,0,0,10,0,0,26,171,207,1,0,0,0,0
0,10,6,3,0,0,1,0,0,11,369,292,0,0,0,0,0
1,13,4,2,0,0,0,0,0,65,254,229,0,0,0,0,0
1,13,0,5,0,0,23,1,0,7,605,384,0,1,0,0,0
1,22,0,0,0,0,5,0,0,21,76,81,1,0,0,1,0
1,13,0,7,0,0,2,1,0,39,12000,5594,1,4,0,1,0
1,8,0,4,0,0,7,1,1,16,768,284,0,0,0,0,0
1,8,2,4,0,0,2,0,0,22,172,127,0,0,0,0,0
1,7,0,6,0,0,1,0,0,9,910,466,1,0,0,1,0
1,9,0,2,0,0,31,1,0,15,513,316,1,0,0,1,0
1,13,0,5,0,0,12,0,0,21,244,113,1,0,3,1,0
1,6,0,0,0,0,0,1,0,32,324,244,1,0,0,0,0
1,9,4,5,0,0,2,0,0,21,238,196,0,1,0,0,0
1,8,2,3,0,0,11,0,0,26,2197,104,1,0,0,0,0
1,6,0,2,0,0,13,1,0,223,8029,850,1,3,0,1,0
1,7,2,0,0,0,0,0,0,10,414,199,1,1,0,0,0
1,24,3,4,0,0,67,0,0,194,1060,983,1,0,0,1,0
1,20,0,2,0,0,1,1,0,122,1304,372,1,2,0,1,0
1,12,0,5,0,0,32,1,0,194,8330,1438,1,1,0,1,0
1,9,0,7,0,0,76,0,0,27,575,298,1,2,0,1,0
1,8,1,9,0,0,53,0,0,24,1847,1134,1,0,0,1,0
1,9,2,3,0,0,22,0,0,48,1235,258,1,1,0,0,0
1,12,0,9,0,0,91,0,0,38,131,0,0,0,0,1,0
1,13,0,6,0,0,9,1,0,42,1318,542,1,1,0,1,0
1,10,1,4,0,0,2,0,0,3,222,172,0,0,0,1,0
1,9,0,5,0,0,57,1,0,69,1766,629,1,0,0,1,0
1,24,0,3,0,0,105,1,0,58,1436,731,1,1,0,1,0
1,11,0,9,0,0,4,1,0,28,1070,688,1,2,0,1,0
1,6,0,3,0,0,7,0,0,15,2073,751,1,1,0,0,0
1,8,2,8,0,0,60,1,0,70,130000,577,1,2,0,0,0
1,21,0,0,0,0,6,0,0,34,1010,670,0,1,0,0,0
1,7,0,0,0,0,0,0,0,39,7984,197,1,0,0,1,0
1,16,0,6,0,0,17,1,0,114,1957,1108,1,1,0,1,0
1,12,0,1,0,0,11,0,0,11,481,483,1,0,0,0,0
1,9,1,7,0,0,18,1,0,66,6052,1678,1,0,0,0,0
1,7,0,1,0,0,13,1,0,130,1401,532,1,1,0,1,0
1,9,0,2,0,0,0,0,0,4,1135,212,0,0,0,1,0
1,10,0,0,0,0,0,1,0,6,386,381,1,0,0,1,0
1,8,1,0,0,0,9,0,0,58,441,242,1,0,0,0,0
1,10,1,5,0,0,44,1,0,11,1325,805,1,1,0,1,0
1,13,0,1,0,0,36,1,0,41,862,456,1,0,0,0,0
1,15,0,12,2,0,0,0,0,62,2127,321,0,0,0,1,0
1,10,0,5,0,0,22,1,0,25,1087,775,1,0,3,0,0
1,12,0,0,0,0,24,0,0,69,1760,899,1,0,0,1,0
1,10,0,2,0,0,24,1,0,77,1359,595,1,2,0,1,0
1,9,0,2,0,0,7,0,0,234,498,728,1,0,0,1,0
1,8,0,2,0,0,6,0,0,16,411,100,1,0,0,1,0
1,8,2,8,0,0,42,0,0,105,9586,1725,0,2,0,1,0
0,13,1,6,2,0,0,0,0,45,840,609,1,0,0,1,0
1,11,8,3,0,0,88,0,0,107,1033,1086,1,0,0,1,0
1,11,0,6,0,0,75,1,0,35,977,638,1,1,0,1,0
1,11,0,2,0,0,5,0,0,79,1842,667,1,0,0,0,0
1,7,1,3,0,0,3,0,0,3,1874,149,0,1,0,0,0
1,6,0,3,0,0,0,0,0,34,1238,760,1,0,0,1,0
1,7,3,2,0,0,0,0,0,6,2211,675,1,0,0,0,0
1,9,1,8,2,0,0,0,0,39,201,144,1,0,0,0,0
1,10,0,10,0,0,17,0,0,55,1127,607,1,2,0,1,0
0,8,4,7,0,0,17,0,0,21,771,558,1,0,0,0,0
1,10,1,4,0,0,5,1,0,15,332,206,1,0,0,0,0
1,17,0,3,0,0,59,1,0,31,2260,963,1,2,0,1,0
1,5,0,0,0,0,0,0,0,6,783,512,0,1,0,1,0
1,13,0,4,0,0,8,0,0,8,520,317,1,0,0,0,0
1,10,0,4,0,0,18,0,0,94,2027,584,1,0,0,1,0
1,7,2,3,0,0,5,0,0,27,1537,349,1,2,0,1,0
1,7,0,11,0,0,12,0,0,362,1558,461,0,0,0,1,0
1,6,1,0,0,0,34,0,0,52,250,264,0,0,0,1,0
1,13,3,6,0,0,54,0,0,60,850,509,1,0,0,0,0
1,14,0,4,0,0,2,0,0,32,446,188,1,0,0,1,0
1,12,2,4,0,0,20,0,0,21,2548,1344,1,0,0,1,0
1,7,0,0,0,0,0,0,0,20,1146,874,1,0,0,0,0
1,9,3,1,0,0,34,1,0,42,3158,1232,1,0,0,1,0
1,9,0,3,0,0,0,1,0,98,3139,289,0,0,0,1,0
1,9,0,4,0,0,10,0,0,11,640,108,0,0,0,0,0
1,8,2,0,0,0,0,1,0,16,301,200,1,0,0,1,0
1,20,0,11,0,0,0,1,0,31,16000,0,0,0,0,0,0
1,9,2,3,0,0,17,0,0,46,2319,902,1,0,0,1,0
1,8,0,0,0,0,0,0,0,152,101000,137,1,1,0,0,0
1,7,0,3,0,0,0,1,0,50,67000,205,1,1,0,0,0
1,12,0,8,0,0,0,0,0,28,121000,0,0,0,0,0,0
1,9,4,4,0,0,2,0,0,31,934,489,1,1,0,1,0
1,14,0,2,0,0,10,0,0,91,1658,659,1,0,0,1,0
1,8,1,1,0,0,0,0,0,32,173,213,1,1,0,0,0
1,11,0,3,0,0,6,0,0,17,411,488,1,1,0,1,0
1,17,4,2,0,0,9,1,0,28,408,292,1,0,0,1,0
1,12,0,5,0,0,1,0,0,459,1067,666,0,1,0,1,0
1,7,0,3,0,0,5,0,0,102,1808,924,0,0,0,0,0
1,7,0,2,0,0,9,1,0,57,5513,616,1,0,0,1,0
1,7,0,0,0,0,12,0,0,47,873,674,0,0,1,0,0
1,11,0,0,0,0,0,0,0,95,1672,833,1,1,0,1,0
1,10,0,4,0,0,5,0,0,38,1184,654,0,1,0,1,0
1,6,0,3,0,0,3,0,0,68,1170,693,0,0,0,0,0
1,9,0,3,0,0,2,0,0,66,1287,550,1,0,0,1,0
1,14,0,2,0,0,10,0,0,57,663,366,0,0,0,0,0
1,17,0,9,0,0,0,0,0,12,1272,566,1,1,0,1,0
1,9,0,2,0,0,0,0,0,58,346,223,0,0,0,0,0
1,8,0,3,0,0,0,1,0,58,950,368,1,1,0,1,0
1,14,0,4,0,0,0,0,0,77,1439,569,1,1,0,1,0
1,6,0,2,0,0,0,0,0,88,2558,1255,1,0,0,1,0
1,12,0,0,0,0,3,0,1,63,1409,1297,0,0,0,0,0
1,7,0,0,0,0,0,0,0,77,498,391,0,0,0,0,0
